program,func,DECOMP,RECOMP,INLINE-ASM,TEST-EQUIV,BASIC
fileS5,addentry,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,add_mlist,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,applyparam,PASSED,FAILED,N/A,N/A,FAILED
fileS5,apprentice_1,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,apprentice_buf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,apprentice_compile,PASSED,FAILED,N/A,N/A,FAILED
fileS5,apprentice_list,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,apprentice_load,PASSED,FAILED,N/A,N/A,FAILED
fileS5,apprentice_magic_strength,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,apprentice_map,PASSED,FAILED,N/A,N/A,FAILED
fileS5,apprentice_sort,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,apprentice_unmap,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,asctime_r,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,asprintf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,bad_link,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,bs1,PASSED,FAILED,N/A,N/A,FAILED
fileS5,buffer_apprentice,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,buffer_fill,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,buffer_fini,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,buffer_init,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,byteswap,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_app_to_mime,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_calloc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_check_stream,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_check_stream_offset,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_check_summary_info,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_clsid_to_mime,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_copy_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_count_chain,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_ctime,PASSED,FAILED,N/A,N/A,PASSED
fileS5,cdf_file_catalog,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_file_catalog_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_file_dir_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_file_property_info,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_file_summary_info,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_find_stream,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_getday,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_getdays,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_getmonth,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_get_property_info_pos,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_getuint32,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_grow_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_malloc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_namecmp,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_offset,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_print_classid,PASSED,FAILED,N/A,N/A,PASSED
fileS5,cdf_print_elapsed_time,PASSED,FAILED,N/A,N/A,PASSED
fileS5,cdf_print_property_name,PASSED,FAILED,N/A,N/A,PASSED
fileS5,cdf_read,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_dir,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_doc_summary_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_header,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_read_long_sector_chain,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_property_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_sat,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_sector,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_sector_chain,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_short_sector,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_short_sector_chain,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_short_stream,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_ssat,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_summary_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_read_user_stream,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_realloc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_swap_class,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_swap_dir,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_swap_header,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_timespec_to_timestamp,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_timestamp_to_timespec,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_tole2,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_tole4,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_tole8,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_u16tos8,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_unpack_catalog,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_unpack_dir,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_unpack_header,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cdf_unpack_summary_info,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cdf_zero_stream,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,check_buffer,PASSED,FAILED,N/A,N/A,FAILED
fileS5,check_cond,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,checkdone,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,check_fmt,PASSED,FAILED,N/A,N/A,FAILED
fileS5,check_format,PASSED,FAILED,N/A,N/A,FAILED
fileS5,check_format_type,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,close_and_restore,PASSED,FAILED,N/A,N/A,FAILED
fileS5,closefd,PASSED,FAILED,N/A,N/A,FAILED
fileS5,closep,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cmpstrp,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,coalesce_entries,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,copydesc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,core,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,ctime_r,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cvt_16,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_32,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_64,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_8,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_double,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_flip,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,cvt_float,PASSED,FAILED,N/A,N/A,FAILED
fileS5,cvt_id3,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,defprint,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,der_cmp,PASSED,FAILED,N/A,N/A,FAILED
fileS5,der_data,PASSED,FAILED,N/A,N/A,PASSED
fileS5,deregister_tm_clones,PASSED,FAILED,N/A,N/A,FAILED
fileS5,der_offs,PASSED,FAILED,N/A,N/A,FAILED
fileS5,der_tag,PASSED,FAILED,N/A,N/A,PASSED
fileS5,dispatch,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_auxv_note,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_bid_note,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_core_note,PASSED,FAILED,N/A,N/A,FAILED
fileS5,docprint,PASSED,FAILED,N/A,N/A,FAILED
fileS5,dodynamic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,donote,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_note_freebsd_version,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_note_netbsd_version,PASSED,FAILED,N/A,N/A,FAILED
fileS5,do_ops,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,do_os_note,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,do_pax_note,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,dophn_core,PASSED,FAILED,N/A,N/A,FAILED
fileS5,dophn_exec,PASSED,FAILED,N/A,N/A,FAILED
fileS5,doshn,PASSED,FAILED,N/A,N/A,FAILED
fileS5,dprintf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,eatsize,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,encode_utf8,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_apprentice,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_ascmagic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_ascmagic_with_encoding,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_badread,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_badseek,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_buffer,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_check_mem,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_default,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_encoding,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_err,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_error,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_error_core,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_errx,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_fmtcheck,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_fmttime,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_fsmagic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_getbuffer,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_getprogname,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_is_json,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_is_tar,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_looks_utf8,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_magerror,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_magicfind,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_magwarn,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_mbswidth,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_mdump,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_ms_alloc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_ms_free,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_oomem,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_or_fd,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_pipe2file,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_pop_buffer,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_printable,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_printedlen,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_printf,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_pstring_get_length,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_pstring_length_size,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_push_buffer,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_regcomp,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_regerror,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_regexec,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_regfree,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_replace,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_reset,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_setprogname,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_showstr,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_signextend,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_softmagic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_strncmp,PASSED,PASSED,PASSED,FAILED,PASSED
fileS5,file_strncmp16,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,file_trycdf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_tryelf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_vprintf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_warn,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_warnx,PASSED,FAILED,N/A,N/A,FAILED
fileS5,file_zmagic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,filter_error,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,fmtcheck,PASSED,FAILED,N/A,N/A,FAILED
fileS5,format_decompression_error,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,frame_dummy,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,from_ebcdic,PASSED,FAILED,N/A,N/A,PASSED
fileS5,from_oct,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,fstat,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,gcd,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_cond,PASSED,FAILED,N/A,N/A,FAILED
fileS5,get_default_magic,PASSED,FAILED,N/A,N/A,FAILED
fileS5,getint,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,getlength,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_next_format,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_next_format_from_precision,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_next_format_from_width,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_offset_from_virtaddr,PASSED,FAILED,N/A,N/A,FAILED
fileS5,get_op,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,getopt,PASSED,FAILED,N/A,N/A,FAILED
fileS5,getopt_internal,PASSED,FAILED,N/A,N/A,FAILED
fileS5,getopt_long,PASSED,FAILED,N/A,N/A,FAILED
fileS5,get_standard_integer_type,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,getstr,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_string_on_virtaddr,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,gettag,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,get_type,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,getu16,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,getu32,PASSED,FAILED,N/A,N/A,FAILED
fileS5,getu64,PASSED,FAILED,N/A,N/A,FAILED
fileS5,getvalue,PASSED,FAILED,N/A,N/A,FAILED
fileS5,gmtime_r,PASSED,FAILED,N/A,N/A,PASSED
fileS5,goodchar,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,handle_annotation,PASSED,FAILED,N/A,N/A,FAILED
fileS5,handle_mime,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,help,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,hextoint,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,init_file_tables,PASSED,FAILED,N/A,N/A,FAILED
fileS5,is_tar,PASSED,PASSED,PASSED,PASSED,FAILED
fileS5,json_isdigit,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_isspace,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_isxdigit,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_parse,PASSED,FAILED,N/A,N/A,FAILED
fileS5,json_parse_array,PASSED,FAILED,N/A,N/A,FAILED
fileS5,json_parse_const,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_parse_number,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_parse_object,PASSED,FAILED,N/A,N/A,FAILED
fileS5,json_parse_string,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,json_skip_space,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,lava_get,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,lava_set,PASSED,FAILED,N/A,N/A,FAILED
fileS5,load,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,load_1,PASSED,FAILED,N/A,N/A,FAILED
fileS5,localtime_r,PASSED,FAILED,N/A,N/A,PASSED
fileS5,looks_ascii,PASSED,PASSED,PASSED,FAILED,PASSED
fileS5,looks_extended,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,looks_latin1,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,looks_ucs16,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,looks_utf7,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,looks_utf8_with_BOM,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,lstat,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_buffer,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magiccheck,PASSED,FAILED,N/A,N/A,FAILED
fileS5,magic_check,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_close,PASSED,FAILED,N/A,N/A,FAILED
fileS5,magic_compile,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_descriptor,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_entry_free,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_errno,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_error,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_file,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_getflags,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_getparam,PASSED,FAILED,N/A,N/A,FAILED
fileS5,magic_getpath,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_list,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_load,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_load_buffers,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_open,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_setflags,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,magic_setparam,PASSED,FAILED,N/A,N/A,FAILED
fileS5,magic_version,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,main,PASSED,FAILED,N/A,N/A,FAILED
fileS5,makeerror,PASSED,FAILED,N/A,N/A,FAILED
fileS5,match,PASSED,FAILED,N/A,N/A,FAILED
fileS5,maxoff_t,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,mconvert,PASSED,FAILED,N/A,N/A,FAILED
fileS5,mcopy,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,mdebug,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,methodname,PASSED,FAILED,N/A,N/A,FAILED
fileS5,mget,PASSED,FAILED,N/A,N/A,FAILED
fileS5,mkdbname,PASSED,FAILED,N/A,N/A,FAILED
fileS5,mlist_alloc,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,mlist_free,PASSED,FAILED,N/A,N/A,FAILED
fileS5,mlist_free_one,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,moffset,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,mprint,PASSED,FAILED,N/A,N/A,FAILED
fileS5,msetoffset,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,nonmagic,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse,PASSED,FAILED,N/A,N/A,FAILED
fileS5,parse_apple,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse_ext,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse_extra,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse_indirect_modifier,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse_mime,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,parse_op_modifier,PASSED,FAILED,N/A,N/A,FAILED
fileS5,parse_strength,PASSED,FAILED,N/A,N/A,FAILED
fileS5,parse_string_modifier,PASSED,FAILED,N/A,N/A,FAILED
fileS5,permute_args,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,pread,PASSED,FAILED,N/A,N/A,PASSED
fileS5,print_it,PASSED,PASSED,PASSED,FAILED,PASSED
fileS5,print_sep,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,process,PASSED,FAILED,N/A,N/A,FAILED
fileS5,realloc_buff,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,register_tm_clones,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,set_last_default,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,setparam,PASSED,FAILED,N/A,N/A,FAILED
fileS5,set_test_type,PASSED,FAILED,N/A,N/A,FAILED
fileS5,set_text_binary,PASSED,FAILED,N/A,N/A,FAILED
fileS5,sread,PASSED,FAILED,N/A,N/A,FAILED
fileS5,stat,PASSED,FAILED,N/A,N/A,PASSED
fileS5,strcasestr,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,string_modifier_check,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,strlcat,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,strlcpy,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,swap2,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,swap4,PASSED,FAILED,N/A,N/A,FAILED
fileS5,swap8,PASSED,FAILED,N/A,N/A,FAILED
fileS5,swrite,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,toomany,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,trim_nuls,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,type_s,PASSED,PASSED,PASSED,FAILED,PASSED
fileS5,typesize,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,uncompressbuf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,uncompressgzipped,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,uncompresszlib,PASSED,FAILED,N/A,N/A,FAILED
fileS5,unreadable_info,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,unwrap,PASSED,FAILED,N/A,N/A,FAILED
fileS5,usage,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,usual_char,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,varexpand,PASSED,PASSED,PASSED,PASSED,PASSED
fileS5,vasprintf,PASSED,FAILED,N/A,N/A,FAILED
fileS5,writechild,PASSED,FAILED,N/A,N/A,FAILED
fileS5,zlibcmp,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,access_virt_barray,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,access_virt_sarray,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,add_huff_table,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_barray,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_fs_workspace,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_funny_pointers,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_large,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_sarray,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,alloc_small,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,arith_decode,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,arith_encode,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,build_bg_ycc_rgb_table,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,build_rgb_y_table,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,build_ycc_rgb_table,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,close_backing_store,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,cmyk_ycck_convert,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,color_quantize,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,color_quantize3,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,compress_data,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,compress_first_pass,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,compress_output,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,compute_color,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,consume_data,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,consume_markers,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,create_colorindex,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,create_colormap,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,create_context_buffer,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,create_odither_tables,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,decode_mcu,PASSED,PASSED,PASSED,PASSED,FAILED
jpegS5,decode_mcu_AC_first,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,decode_mcu_AC_refine,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,decode_mcu_DC_first,PASSED,PASSED,PASSED,PASSED,FAILED
jpegS5,decode_mcu_DC_refine,PASSED,PASSED,PASSED,PASSED,FAILED
jpegS5,decode_mcu_sub,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,decompress_data,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,decompress_onepass,PASSED,PASSED,PASSED,FAILED,PASSED
jpegS5,decompress_smooth_data,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,default_decompress_parms,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,deregister_tm_clones,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,do_barray_io,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,do_sarray_io,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,dummy_consume_data,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,dump_buffer_e,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,dump_buffer_s,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_2bytes,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_ac_symbol,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_adobe_app14,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_bits_e,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,emit_bits_s,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,emit_buffered_bits,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_byte,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_dac,PASSED,FAILED,N/A,N/A,FAILED
jpegS5,emit_dc_symbol,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_dht,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_dqt,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_dri,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_eobrun,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_jfif_app0,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_lse_ict,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_marker,PASSED,PASSED,PASSED,PASSED,PASSED
jpegS5,emit_message,PASSED,PASSED,PASSED,PASSED,PASSED
